,MSE,MAPE,RMSE
Random Forest,1.6236137124574974,0.024861102908230175,1.1129973801308073
Gradient Boosting,0.6981339176737342,0.019254197976014444,0.7737552919757337
Linear Regression,9.523307751573382,0.0936859116616963,3.0854027692925134
Ridge Regression,9.52605751373262,0.0937916730170976,3.085857514835438
Lasso Regression,9.74443826007416,0.09716722873869237,3.121199547641834
