,MSE,MAPE,RMSE,Mean_Std
target_1,0.2288659039856628,0.016742927776089708,0.4783993143657951,0.4419306744957939
target_2,1.6551946292182325,0.039163696957641755,1.286543675596842,1.3940077590211228
